epoch,loss,mean_absolute_error,mean_squared_error,psnr,sharpdiff,ssim_multiscale,total_variation,val_loss,val_mean_absolute_error,val_mean_squared_error,val_psnr,val_sharpdiff,val_ssim_multiscale,val_total_variation
0,6582.48681640625,0.19709445536136627,0.07466533780097961,11.392168045043945,5.286025047302246,4.191749095916748,87345.3984375,1219.5499267578125,0.060360610485076904,0.009187922812998295,21.090953826904297,11.856918334960938,8.969697952270508,32412.4375
1,4443.4609375,0.13833707571029663,0.05197121948003769,12.908994674682617,5.184026718139648,6.363051414489746,102440.578125,361.52301025390625,0.027677856385707855,0.0023757538292557,26.884334564208984,14.467056274414062,9.755471229553223,31454.255859375
2,4147.44189453125,0.1278720498085022,0.04939086735248566,13.1300048828125,5.250901222229004,6.649979591369629,103214.25,273.901123046875,0.02302439697086811,0.0016114284517243505,28.49486541748047,15.259716033935547,9.829755783081055,30367.60546875
3,4057.63720703125,0.12425638735294342,0.04866057261824608,13.194308280944824,5.283620834350586,6.721479892730713,103073.6640625,196.12632751464844,0.01958669349551201,0.0013313934905454516,29.477327346801758,15.840986251831055,9.877875328063965,29825.13671875
4,4015.8681640625,0.12211766839027405,0.048290178179740906,13.231122016906738,5.303913116455078,6.756941318511963,102936.0703125,170.47727966308594,0.018061408773064613,0.00112340843770653,30.318222045898438,16.388381958007812,9.900179862976074,28867.845703125
5,3977.55419921875,0.119936004281044,0.04791544750332832,13.267984390258789,5.3213019371032715,6.786235809326172,102814.59375,256.846435546875,0.02426246553659439,0.0016907119425013661,28.32355308532715,16.287574768066406,9.866748809814453,27404.16015625
6,3936.48583984375,0.1180892065167427,0.04754674807190895,13.298051834106445,5.332247257232666,6.803534507751465,102749.140625,389.20263671875,0.03528214991092682,0.0035401906352490187,25.102630615234375,15.983919143676758,9.809514045715332,25668.359375
7,3915.810791015625,0.11653825640678406,0.04733629152178764,13.320253372192383,5.343081474304199,6.821277141571045,102686.8671875,847.6663208007812,0.059210266917943954,0.00957580842077732,20.723464965820312,14.995009422302246,9.551690101623535,22870.595703125
8,3891.039306640625,0.11541033536195755,0.04716441035270691,13.335196495056152,5.349059581756592,6.829935073852539,102671.96875,1695.507568359375,0.0890725627541542,0.021323125809431076,17.201990127563477,13.931915283203125,8.97566032409668,19293.134765625
9,3879.736328125,0.11439010500907898,0.04705968126654625,13.34691047668457,5.356173992156982,6.839257717132568,102616.5078125,2640.3447265625,0.11374878138303757,0.03479904681444168,15.09329891204834,13.253223419189453,8.27730655670166,16393.017578125
10,3864.5625,0.11343803256750107,0.046940818428993225,13.358569145202637,5.362220287322998,6.847720146179199,102577.265625,2900.791015625,0.11945932358503342,0.03849847987294197,14.641753196716309,13.094900131225586,8.071784973144531,15588.708984375
11,3852.041015625,0.11276338994503021,0.046792708337306976,13.3678560256958,5.368117809295654,6.852825164794922,102516.4453125,3399.949462890625,0.12946487963199615,0.04549511894583702,13.924843788146973,12.873337745666504,7.697696685791016,14208.052734375
12,3835.828857421875,0.11210757493972778,0.04669392853975296,13.3771390914917,5.373084545135498,6.858863353729248,102473.859375,3103.671630859375,0.12356406450271606,0.041595492511987686,14.286972999572754,13.055392265319824,7.910604476928711,14857.009765625
13,3838.84619140625,0.111819788813591,0.04674666374921799,13.37780475616455,5.377965450286865,6.862751007080078,102402.25,3494.802490234375,0.13106600940227509,0.046866193413734436,13.774703025817871,12.837990760803223,7.615542411804199,13861.38671875
14,3831.551025390625,0.11124978959560394,0.04662613570690155,13.385517120361328,5.382895469665527,6.86716890335083,102339.03125,3809.945068359375,0.13668043911457062,0.05124412477016449,13.401968955993652,12.728676795959473,7.3801045417785645,13108.3271484375
0,3819.592529296875,0.1102108508348465,0.046519987285137177,13.396073341369629,5.396729469299316,6.8758955001831055,102162.7890625,3710.315185546875,0.13513395190238953,0.04978650063276291,13.513120651245117,12.756267547607422,7.4523539543151855,13279.3115234375
1,3829.578857421875,0.11065912246704102,0.04661751165986061,13.389410972595215,5.387519359588623,6.870212554931641,102303.890625,3847.177001953125,0.13725411891937256,0.05176102742552757,13.346261024475098,12.723745346069336,7.3472490310668945,12947.830078125
2,3816.61474609375,0.11023229360580444,0.04651222005486488,13.395962715148926,5.390964984893799,6.873042106628418,102263.71875,3125.650146484375,0.12358994781970978,0.042288172990083694,14.223307609558105,13.094352722167969,7.888765811920166,14512.318359375
3,3808.913818359375,0.10996402055025101,0.04647381976246834,13.398521423339844,5.392132759094238,6.875281810760498,102251.34375,3741.481689453125,0.13525670766830444,0.05044417083263397,13.471543312072754,12.766840934753418,7.4278130531311035,13082.0947265625
4,3811.79931640625,0.10977309942245483,0.046495985239744186,13.399264335632324,5.3959574699401855,6.877640724182129,102197.0625,3695.937255859375,0.13423120975494385,0.05008017644286156,13.48294734954834,12.834915161132812,7.456764221191406,13099.8251953125
5,3816.142333984375,0.10956736654043198,0.046508610248565674,13.400160789489746,5.399093151092529,6.879810333251953,102158.578125,3891.461181640625,0.13783970475196838,0.05250747501850128,13.286443710327148,12.730255126953125,7.3159990310668945,12673.9990234375
6,3805.007568359375,0.1092861220240593,0.046411991119384766,13.405016899108887,5.401845932006836,6.880611896514893,102119.9453125,3885.0390625,0.13787327706813812,0.05237678438425064,13.30293083190918,12.714617729187012,7.321674823760986,12705.5966796875
7,3809.52294921875,0.10910794883966446,0.046425484120845795,13.406042098999023,5.404408931732178,6.883485794067383,102094.53125,3796.775390625,0.13597498834133148,0.05145234987139702,13.365202903747559,12.786608695983887,7.382184982299805,12789.9033203125
8,3803.854736328125,0.10894960165023804,0.04640379175543785,13.40797233581543,5.405718803405762,6.883229732513428,102084.4765625,3408.806396484375,0.128860205411911,0.046357329934835434,13.814812660217285,12.978819847106934,7.673725605010986,13594.912109375
9,3805.6171875,0.10878264158964157,0.04641784355044365,13.407648086547852,5.4078145027160645,6.884361743927002,102041.921875,3132.84228515625,0.12348008155822754,0.04264429956674576,14.189144134521484,13.13967227935791,7.880441188812256,14234.8525390625
10,3803.615966796875,0.10866604000329971,0.04641454666852951,13.40852165222168,5.408802509307861,6.885874271392822,102033.21875,3163.8828125,0.1242288202047348,0.04283468797802925,14.200775146484375,13.067002296447754,7.876904010772705,14025.3564453125
11,3797.68603515625,0.10840900987386703,0.04632027447223663,13.412860870361328,5.41156005859375,6.887275695800781,101996.40625,3647.188232421875,0.13330243527889252,0.04951896145939827,13.53471565246582,12.873144149780273,7.497591972351074,12991.564453125
12,3789.87744140625,0.10830988734960556,0.046303123235702515,13.414539337158203,5.412536144256592,6.88766622543335,101989.2734375,3351.613037109375,0.12768004834651947,0.04574340581893921,13.868905067443848,13.046066284179688,7.710489273071289,13653.9921875
